Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18869970,My Cousin Rachel,Daphne du Maurier,"Maurier, Daphne du",,"=""0316252964""","=""9780316252966""",5,3.98,"Little, Brown and Company",ebook,352,2013,1951,2018/06/04,2018/04/18,"audiobook, library","audiobook (#48), library (#60)",read,,,,1,,,0,,,,,
28588073,Hag-Seed,Margaret Atwood,"Atwood, Margaret",,"=""0804141290""","=""9780804141291""",3,3.84,Hogarth Press,Hardcover,301,2016,2016,2018/02/11,2017/11/19,"bookclub, library, unlikeable-male-protagonist","bookclub (#4), library (#45), unlikeable-male-protagonist (#36)",read,,,,1,,,0,,,,,
18114068,Redeployment,Phil Klay,"Klay, Phil",,"=""1594204993""","=""9781594204999""",4,3.97,Penguin Press,Hardcover,288,2014,2014,2018/05/25,2018/01/21,"library, war, religion, national-book-award","library (#58), war (#55), religion (#21), national-book-award (#4)",read,,,,1,,,0,,,,,
23590496,Fortune Smiles,Adam Johnson,"Johnson, Adam",,"=""0857522973""","=""9780857522979""",0,4.02,Doubleday,Hardcover,304,2015,2015,,2018/05/21,national-book-award,national-book-award (#3),read,,,,0,,,0,,,,,
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",4,4.03,Doubleday Books,Hardcover,306,2016,2016,2017/02/15,2017/02/02,"slave-trade, pulitzer, national-book-award","slave-trade (#6), pulitzer (#21), national-book-award (#2)",read,,,,1,,,0,,,,,
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""1476729085""","=""9781476729084""",4,4.02,Simon & Schuster,Hardcover,295,2013,2013,2018/05/16,2018/05/12,,,read,,,,1,,,0,,,,,
1219949,The Gift of Rain,Tan Twan Eng,"Eng, Tan Twan",,"=""""","=""""",3,4.25,Myrmidon,Paperback,447,,2007,2018/05/10,2018/01/22,"bookclub, library","bookclub (#3), library (#55)",read,,,,1,,,0,,,,,
30212107,Days Without End (Days Without End #1),Sebastian Barry,"Barry, Sebastian",,"=""0525427368""","=""9780525427360""",4,3.99,Viking,Hardcover,259,2017,2016,2018/04/17,2018/02/18,"costa-whitbread, library, war","costa-whitbread (#23), library (#53), war (#54)",read,,,,1,,,0,,,,,
29906980,Lincoln in the Bardo,George Saunders,"Saunders, George",,"=""0812995341""","=""9780812995343""",2,3.75,Random House,Hardcover,343,2017,2017,2018/04/02,2018/03/12,"bookers, library","bookers (#52), library (#51)",read,,,,1,,,0,,,,,
34381219,Lord of California,Andrew Valencia,"Valencia, Andrew",,"=""1632460599""","=""9781632460592""",4,3.46,Ig Publishing,Paperback,284,2018,,2018/05/10,2018/05/03,"audiobook, library, religion","audiobook (#46), library (#57), religion (#20)",read,,,,1,,,0,,,,,
35259562,Memento Park,Mark Sarvas,"Sarvas, Mark",,"=""0374206376""","=""9780374206376""",4,3.66,"Farrar, Straus and Giroux",Hardcover,288,2018,2018,2018/04/28,2018/04/23,"audiobook, library, unlikeable-male-protagonist, religion","audiobook (#45), library (#56), unlikeable-male-protagonist (#34), religion (#19)",read,,,,1,,,0,,,,,
30753987,The Leavers,Lisa Ko,"Ko, Lisa",,"=""1616206888""","=""9781616206888""",4,3.88,Algonquin Books,Hardcover,338,2017,2017,2018/04/08,2017/12/17,"audiobook, library, unlikeable-male-protagonist","audiobook (#43), library (#52), unlikeable-male-protagonist (#35)",read,,,,1,,,0,,,,,
33844793,Fresh Complaint: Stories,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0374203067""","=""9780374203061""",4,3.62,"Farrar, Straus and Giroux",Hardcover,285,2017,2017,2018/04/16,2018/01/26,"audiobook, library","audiobook (#44), library (#54)",read,,,,1,,,0,,,,,
32075861,The Essex Serpent,Sarah Perry,"Perry, Sarah",,"=""0062666371""","=""9780062666376""",3,3.58,Custom House,Hardcover,422,2017,2016,2018/03/17,2018/01/22,"bookclub, costa-whitbread, library, tuberculosis","bookclub (#2), costa-whitbread (#18), library (#46), tuberculosis (#2)",read,,,,1,,,0,,,,,
8911226,Doc,Mary Doria Russell,"Russell, Mary Doria",,"=""1400068045""","=""9781400068043""",4,3.96,Random House,Hardcover,394,2011,2011,2018/03/28,2018/03/17,"audiobook, library, tuberculosis","audiobook (#42), library (#50), tuberculosis (#1)",read,,,,1,,,0,,,,,
28814678,The Boat Rocker,Ha Jin,"Jin, Ha",,"=""0307911624""","=""9780307911629""",3,3.12,Pantheon Books,Hardcover,240,2016,2016,2018/03/16,2018/03/11,"audiobook, library","audiobook (#41), library (#49)",read,,,,1,,,0,,,,,
3015764,Indignation,Philip Roth,"Roth, Philip",,"=""054705484X""","=""9780547054841""",4,3.74,Houghton Mifflin Harcourt,Hardcover,235,2008,2008,2018/03/09,2018/03/06,"audiobook, library, war","audiobook (#40), library (#48), war (#51)",read,,,,1,,,0,,,,,
18428067,A Constellation of Vital Phenomena,Anthony Marra,"Marra, Anthony",,"=""0770436420""","=""9780770436421""",4,4.09,Hogarth,Paperback,416,2014,2013,2018/03/05,2018/02/26,"audiobook, library, war","audiobook (#39), library (#47), war (#53)",read,,,,1,,,0,,,,,
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",4,3.80,Viking,Hardcover,341,2017,2016,2018/02/18,2018/01/21,"bookclub, womens-prize-for-fiction, war","bookclub (#1), womens-prize-for-fiction (#7), war (#52)",read,,,,1,,,0,,,,,
24374799,A God in Ruins,Kate Atkinson,"Atkinson, Kate",,"=""""","=""""",2,3.94,"Little, Brown and Company",Kindle Edition,471,2015,2015,2015/05/28,2015/05/09,costa-whitbread,costa-whitbread (#22),read,Over-cooked. Self indulgent. Disappointing.,,,1,,,0,,,,,
10357575,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",5,3.92,Knopf,Hardcover,925,2011,2009,2018/02/22,2018/01/24,"audiobook, library, 5-star, lingering-effect","audiobook (#38), library (#44), 5-star (#87), lingering-effect (#27)",read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",3,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2010/12/18,costa-whitbread,costa-whitbread (#21),read,,,,1,,,0,,,,,
18122,"The Amber Spyglass  (His Dark Materials, #3)",Philip Pullman,"Pullman, Philip",,"=""0440238153""","=""9780440238157""",4,4.08,Laurel Leaf,Mass Market Paperback,467,2003,2000,,2010/12/18,costa-whitbread,costa-whitbread (#20),read,,,,1,,,0,,,,,
11711,Vernon God Little,D.B.C. Pierre,"Pierre, D.B.C.",,"=""0571215165""","=""9780571215164""",5,3.59,Faber and Faber,Paperback,279,2004,2003,,2010/12/16,"5-star, bookers, costa-whitbread","5-star (#35), bookers (#8), costa-whitbread (#19)",read,,,,1,,,0,,,,,
315340,The Tenderness of Wolves,Stef Penney,"Penney, Stef",,"=""1416540741""","=""9781416540748""",4,3.71,Simon & Schuster,Hardcover,384,2007,2006,,2010/12/16,"cold, costa-whitbread","cold (#4), costa-whitbread (#17)",read,,,,1,,,0,,,,,
4954833,Brooklyn,Colm Tóibín,"Tóibín, Colm",,"=""1439138311""","=""9781439138311""",4,3.68,Scribner,Hardcover,262,2009,2009,2017/05/15,2017/05/05,"library, costa-whitbread","library (#12), costa-whitbread (#16)",read,,,,1,,,0,,,,,
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",0,4.27,IT Revolution Press,Hardcover,345,2013,2013,,2018/02/21,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
32071,Sons and Lovers,D.H. Lawrence,"Lawrence, D.H.",Geoff Dyer,"=""0375753737""","=""9780375753732""",0,3.63,Modern Library Classics,Paperback,654,1999,1913,,2018/02/17,,,read,,,,1,,,0,,,,,
45195,A Passage to India,E.M. Forster,"Forster, E.M.","Oliver Stallybrass, Pankaj Mishra","=""014144116X""","=""9780141441160""",3,3.68,Penguin Books,Paperback,376,2005,1924,2018/01/28,2018/01/08,library,library (#42),read,,,,1,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0307269191""","=""9780307269195""",5,3.85,Knopf Publishing Group,Hardcover,188,2008,2007,2018/01/26,2017/12/04,"audiobook, non-fiction, library, 5-star","audiobook (#37), non-fiction (#43), library (#43), 5-star (#86)",read,,,,1,,,0,,,,,
8551322,Nothing to Envy: Real Lives in North Korea,Barbara Demick,"Demick, Barbara",,"=""184708141X""","=""9781847081414""",4,4.42,Granta Books,Paperback,319,2010,2009,2018/01/20,2017/12/08,non-fiction,non-fiction (#42),read,,,,1,,,0,,,,,
23814789,Purity,Jonathan Franzen,"Franzen, Jonathan","Jenna Lamia, Dylan Baker, Robert Petkoff","=""1427262195""","=""9781427262196""",4,3.62,"Farrar, Straus and Giroux",Audiobook,25,2015,2015,2018/01/20,2017/12/29,"audiobook, library, books-about-boozing","audiobook (#36), library (#41), books-about-boozing (#31)",read,,,,1,,,0,,,,,
10662470,30 Millennia of Painting,Parkstone Press,"Press, Parkstone","Victoria Charles, Joseph Manca, Megan McShane, Donald Wigal","=""1844848159""","=""9781844848157""",4,4.00,Parkstone Press,Hardcover,544,2012,2011,,2018/01/16,,,read,,,,1,,,0,,,,,
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",3,4.21,Ecco,Hardcover,392,2015,2015,2017/01/10,2016/07/19,"non-fiction, aviation, business, library","non-fiction (#29), aviation (#5), business (#6), library (#2)",read,,,,1,,,0,,,,,
34331079,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""""","=""""",4,4.09,Penguin Press,Kindle Edition,348,2017,2017,2018/01/05,2017/12/05,,,read,,,,1,,,0,,,,,
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",4,4.27,Grand Central Publishing,Kindle Edition,496,2017,2017,2017/12/28,2017/11/26,,,read,,,,1,,,0,,,,,
659388,Nobody's Fool,Richard Russo,"Russo, Richard",,"=""0679753338""","=""9780679753339""",4,4.11,Vintage,Paperback,549,1994,1993,2017/12/02,2017/11/05,"audiobook, library, books-about-boozing","audiobook (#34), library (#37), books-about-boozing (#30)",read,,,,1,,,0,,,,,
30408033,A Horse Walks into a Bar,David Grossman,"Grossman, David",Jessica Cohen,"=""0451493974""","=""9780451493972""",3,3.53,Alfred A. Knopf,Hardcover,208,2017,2014,2017/11/26,2017/11/09,booker-international,booker-international (#2),read,,,,1,,,0,,,,,
26530354,The Green Road,Anne Enright,"Enright, Anne",,"=""0393352803""","=""9780393352801""",4,3.51,W. W. Norton  Company,Paperback,336,2016,2015,2017/11/18,2017/11/09,"library, books-about-boozing","library (#38), books-about-boozing (#29)",read,,,,1,,,0,,,,,
20549458,How Google Works,Eric Schmidt,"Schmidt, Eric","Larry Page, Alan Eagle, Jonathan  Rosenberg","=""1455582344""","=""9781455582341""",4,4.06,Grand Central Publishing,Hardcover,286,2014,2014,2017/11/17,2017/09/03,"business, library, non-fiction","business (#9), library (#31), non-fiction (#41)",read,,,,1,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",5,4.19,Signet,Mass Market Paperback,325,1963,1962,2017/08/17,2017/08/14,"audiobook, library, 5-star","audiobook (#30), library (#28), 5-star (#85)",read,,,,1,,,0,,,,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",5,4.38,Penguin Books,Paperback,601,2002,1952,2017/09/27,2015/04/07,"library, books-about-boozing, religion, 5-star","library (#30), books-about-boozing (#27), religion (#17), 5-star (#84)",read,,,,1,,,0,,,,,
23453099,Eileen,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1594206627""","=""9781594206627""",4,3.53,Penguin Press,Hardcover,272,2015,2015,2017/11/05,2017/10/29,"booker-shortlist, library, cold, books-about-boozing, suburban-menace","booker-shortlist (#21), library (#36), cold (#7), books-about-boozing (#28), suburban-menace (#6)",read,,,,1,,,0,,,,,
17824793,The Year of the Runaways,Sunjeev Sahota,"Sahota, Sunjeev",,"=""1447241649""","=""9781447241645""",4,3.85,Picador,Hardcover,468,2015,2015,2017/10/29,2017/10/14,"booker-shortlist, library","booker-shortlist (#20), library (#35)",read,,,,1,,,0,,,,,
13046692,"Mortal Engines (The Hungry City Chronicles, #1)",Philip Reeve,"Reeve, Philip",,"=""0545222117""","=""9780545222112""",4,3.78,Scholastic Press,Paperback,296,2012,2001,2017/10/13,2017/10/03,,,read,,,,1,,,0,,,,,
38169,"Alas, Babylon",Pat Frank,"Frank, Pat",,"=""0060741872""","=""9780060741877""",0,4.08,Harper Perennial Modern Classics,Paperback,323,2005,1959,,2017/10/12,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
32049,Lady Chatterley's Lover,D.H. Lawrence,"Lawrence, D.H.",,"=""039460430X""","=""9780394604305""",4,3.51,Modern Library,Hardcover,376,1983,1923,2017/10/05,2017/09/24,"audiobook, library","audiobook (#32), library (#32)",read,,,,1,,,0,,,,,
14569975,The Lighthouse,Alison Moore,"Moore, Alison",,"=""1907773177""","=""9781907773174""",4,3.36,Salt Publishing,Paperback,184,2012,2012,2017/10/03,2017/09/28,"booker-shortlist, library","booker-shortlist (#19), library (#33)",read,,,,1,,,0,,,,,
77432,Post Captain (Aubrey & Maturin #2),Patrick O'Brian,"O'Brian, Patrick",,"=""0393307069""","=""9780393307061""",4,4.26,W. W. Norton  Company,Paperback,527,1990,1972,2017/09/10,2017/04/17,"audiobook, library, books-about-boozing, nautical, war","audiobook (#31), library (#29), books-about-boozing (#26), nautical (#15), war (#50)",read,Jane Austen on the high seas with nautical jargon. Great fun.,,,1,,,0,,,,,
19494,The Spy Who Came In from the Cold,John le Carré,"Carré, John le",,"=""""","=""9780743442534""",4,4.06,Scribner,Paperback,224,2001,1963,2017/08/16,2017/03/11,library,library (#26),read,,,,1,,,0,,,,,
895005,Owls Do Cry,Janet Frame,"Frame, Janet",,"=""0807609560""","=""9780807609569""",4,4.00,George Braziller,Paperback,210,1982,1957,2017/08/13,2017/05/04,"library, audiobook, new-zealand","library (#27), audiobook (#29), new-zealand (#20)",read,,,,1,,,0,,,,,
9923092,The Torchlight List: Around the World in 200 Books,James R. Flynn,"Flynn, James R.",,"=""0958291691""","=""9780958291699""",3,3.65,Awa Press,Paperback,200,2010,2010,2017/07/09,2017/06/06,"new-zealand, non-fiction","new-zealand (#22), non-fiction (#40)",read,,,,1,,,0,,,,,
22761012,Beyond the State: New Zealand State Houses from Modest to Modern,Bill McKay,"McKay, Bill",Andrea Stevens,"=""""","=""9780143570653""",5,4.44,Penguin Books (NZ) Ltd,Hardcover,287,2014,2014,2017/07/20,2017/07/15,"library, 5-star, non-fiction, new-zealand","library (#21), 5-star (#83), non-fiction (#39), new-zealand (#21)",read,,,,1,,,0,,,,,
1458234,My Revolutions,Hari Kunzru,"Kunzru, Hari",,"=""0525949321""","=""9780525949329""",4,3.54,Dutton Adult,Hardcover,280,2008,2007,2017/08/01,2017/07/24,"audiobook, library, lingering-effect","audiobook (#28), library (#24), lingering-effect (#24)",read,,,,1,,,0,,,,,
226973,"Hear the Wind Sing (The Rat, #1)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860267""","=""9784061860261""",4,3.58,Kodansha International Ltd.,Paperback,130,1979,1979,2017/07/24,2017/07/23,"audiobook, library, books-about-boozing","audiobook (#27), library (#23), books-about-boozing (#25)",read,,,,1,,,0,,,,,
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",4,4.05,Knopf,Hardcover,333,2014,2014,2017/08/05,2017/06/26,library,library (#25),read,,,,1,,,0,,,,,
1297123,The Black Obelisk,Erich Maria Remarque,"Remarque, Erich Maria",,"=""0449912442""","=""9780449912447""",0,4.38,Random House Trade Paperbacks,Paperback,448,1998,1956,,2017/06/14,couldn-t-finish,couldn-t-finish (#8),couldn-t-finish,,,,0,,,0,,,,,
29248613,The Good People,Hannah Kent,"Kent, Hannah",,"=""1743534906""","=""9781743534908""",4,3.81,Pan Macmillan,Paperback,386,2016,2016,2017/07/27,2017/07/22,library,library (#22),read,,,,1,,,0,,,,,
25152052,The Japanese Lover,Isabel Allende,"Allende, Isabel","Nick Caistor, Amanda Hopkinson","=""1501116975""","=""9781501116971""",4,3.83,Atria Books,Hardcover,322,2015,2015,2017/07/08,2017/07/02,"audiobook, library","audiobook (#25), library (#19)",read,,,,1,,,0,,,,,
251688,Breakfast at Tiffany's and Three Stories,Truman Capote,"Capote, Truman",,"=""""","=""""",4,3.88,Vintage Books,Paperback,142,1993,1958,,2010/12/18,lingering-effect,lingering-effect (#23),read,,,,1,,,0,,,,,
3698,The Quiet American,Graham Greene,"Greene, Graham",Robert  Stone,"=""0143039024""","=""9780143039020""",5,3.95,Penguin Classics Deluxe Editions,Paperback,180,2004,1955,2011/03/21,2011/03/05,"5-star, war, lingering-effect","5-star (#18), war (#4), lingering-effect (#22)",read,,,,1,,,0,,,,,
772632,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0099503964""","=""9780099503965""",5,4.16,Vintage,Paperback,609,2007,1994,2011/08/12,2011/06/28,"5-star, lingering-effect","5-star (#20), lingering-effect (#20)",read,,,,1,,,0,,,,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",4,4.03,Vintage Books,Paperback,296,2000,1987,2011/11/04,2011/10/01,lingering-effect,lingering-effect (#18),read,,,,1,,,0,,,,,
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.14,Simon & Schuster,Hardcover,627,2011,2011,2012/07/20,2012/05/19,"5-star, non-fiction, business, lingering-effect","5-star (#39), non-fiction (#8), business (#4), lingering-effect (#17)",read,,,,1,,,0,,,,,
152,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","David Magarshack, Priscilla Meyer","=""0451528611""","=""9780451528612""",5,4.06,Signet,Mass Market Paperback,960,2002,1877,2012/09/16,2012/01/19,"5-star, lingering-effect","5-star (#42), lingering-effect (#16)",read,,,,1,,,0,,,,,
40117,The Unconsoled,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""057122539X""","=""9780571225392""",4,3.56,Faber and Faber,Paperback,535,1995,1995,2013/01/26,2012/12/09,"unlikeable-male-protagonist, lingering-effect","unlikeable-male-protagonist (#14), lingering-effect (#15)",read,"I wasn't sure whether to give this two stars or four stars - it was more of an act of endurance than something enjoyable, but Ishiguro sustaining it for over 500 pages is quite a feat.<br/>I have recurring dreams about missing university exams and long-haul flights, and reading this book was akin to the feeling of anxiety that I feel in those dreams!",,,1,,,0,,,,,
18604872,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",Eric Schlosser,"Schlosser, Eric",,"=""1101638664""","=""9781101638668""",4,4.26,Penguin Books,eBook Kindle,640,2013,2013,2013/12/20,2013/09/16,"non-fiction, lingering-effect","non-fiction (#7), lingering-effect (#14)",read,,,,1,,,0,,,,,
17347996,The Son,Philipp Meyer,"Meyer, Philipp",,"=""""","=""9781742754338""",5,4.01,Vintage Australia,Paperback,592,2013,2012,2014/04/05,2013/12/08,"5-star, lingering-effect","5-star (#51), lingering-effect (#13)",read,,,,1,,,0,,,,,
7797909,Olive Kitteridge,Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",5,3.83,Random House,Kindle Edition,280,2008,2008,2014/08/11,2014/07/05,"pulitzer, 5-star, lingering-effect","pulitzer (#15), 5-star (#53), lingering-effect (#12)",read,,,,1,,,0,,,,,
18757211,Eyrie,Tim Winton,"Winton, Tim",,"=""""","=""""",5,3.59,e-penguin,Kindle Edition,432,2013,2013,2014/10/03,2013/10/06,"5-star, suburban-menace, lingering-effect","5-star (#59), suburban-menace (#2), lingering-effect (#11)",read,,,,1,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",5,4.13,Vintage International,Paperback,467,2006,2002,2015/06/22,2015/06/12,"5-star, lingering-effect","5-star (#61), lingering-effect (#10)",read,,,,1,,,0,,,,,
256008,Lonesome Dove (Lonesome Dove #1),Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",5,4.47,Pocket Books,Paperback,960,1999,1985,2015/08/27,2015/08/04,"pulitzer, 5-star, lingering-effect","pulitzer (#19), 5-star (#67), lingering-effect (#9)",read,,,,1,,,0,,,,,
23751692,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""""","=""""",5,4.31,Doubleday,Kindle Edition,737,2015,2015,2016/03/22,2015/12/31,"booker-shortlist, 5-star, lingering-effect","booker-shortlist (#7), 5-star (#72), lingering-effect (#8)",read,Unrelentingly unsettling.,,,1,,,0,,,,,
19380,Candide,Voltaire,"Voltaire, Voltaire",Sara Gioacchino Corcos,"=""0486266893""","=""9780486266893""",5,3.77,Dover Publications,Paperback,129,1991,1759,2016/09/08,2016/08/31,"audiobook, 5-star, lingering-effect","audiobook (#9), 5-star (#75), lingering-effect (#7)",read,,,,1,,,0,,,,,
